விஹாரத்துக்கு பொக்கிஷம் வருஷங்களுக்கு சமுத்திரராஜன் விஷயங்களில் விஷயந்தான்
வி,250,625
ஹா,625,870
ர,870,935
த்,935,970
து,970,1125
க்,1125,1140
கு,1140,1545
பொ,1845,1950
க்,1950,1965
கி,1965,2115
ஷ,2115,2230
ம்,2230,2265
வ,2265,2445
ரு,2445,2540
ஷ,2540,2565
ங்,2565,2685
க,2685,2820
ளு,2820,2910
க்,2910,2940
கு,2940,3015
ச,3015,3410
மு,3655,3890
த்,3890,3995
தி,3995,4045
ர,4045,4160
ரா,4160,4290
ஜ,4290,4315
ன்,4315,4420
வி,4420,4535
ஷ,4535,4620
ய,4620,4760
ங்,4760,4870
க,4870,4980
ளி,4980,5095
ல்,5095,5175
வி,5175,5215
ஷ,5215,5275
ய,5275,5415
ந்,5415,5485
தா,5485,5625
ன்,5625,5725
