புருஷர்கள் ஜொலிக்கிறாயே ராஜகுமாரனும் பட்டமகிஷியாக மத்தகஜத்தின் இஷ்டம்
பு,435,545
ரு,545,615
ஷ,615,735
ர்,735,795
க,795,975
ள்,975,990
ஜொ,990,1125
லி,1125,1255
க்,1255,1320
கி,1320,1435
றா,1435,1520
யே,1520,1820
ரா,1820,2290
ஜ,2290,2465
கு,2465,2560
மா,2560,2655
ர,2655,2890
னு,2890,2960
ம்,2960,3015
ப,3015,3180
ட்,3180,3245
ட,3245,3365
ம,3365,3480
கி,3480,3610
ஷி,3610,3740
யா,3740,3870
க,3870,4065
ம,4065,4200
த்,4200,4315
த,4315,4395
க,4395,4540
ஜ,4540,4555
த்,4555,4645
தி,4645,4740
ன்,4740,4785
இ,4785,4875
ஷ்,4875,4930
ட,4930,5120
ம்,5120,5185
