பாஷையில் இராஜகுமாரியிடம் கஷ்டத்திற்கு கஷ்டப்பட்டுக் கஷ்டமாயிருக்கிறதாக்கும் கஷ்டப்பட்டுப்
பா,440,635
ஷை,635,820
யி,820,920
ல்,920,985
இ,985,1115
ரா,1115,1340
ஜ,1340,1400
கு,1400,1455
மா,1455,1625
ரி,1625,1775
யி,1775,1870
ட,1870,1970
ம்,1970,2035
க,2035,2210
ஷ்,2210,2280
ட,2280,2420
த்,2420,2460
தி,2460,2575
ற்,2575,2625
கு,2625,2785
க,2785,2965
ஷ்,2965,3035
ட,3035,3175
ப்,3175,3225
ப,3225,3330
ட்,3330,3360
டு,3360,3485
க்,3485,3555
க,3555,3675
ஷ்,3675,3745
ட,3745,3885
மா,3885,4005
யி,4005,4230
ரு,4230,4290
க்,4290,4310
கி,4310,4430
ற,4430,4530
தா,4530,4620
க்,4620,4720
கு,4720,4860
ம்,4860,4880
க,4880,5475
ஷ்,5475,5545
ட,5545,5705
ப்,5705,5770
ப,5770,5870
ட்,5870,5905
டு,5905,6050
ப்,6050,6215
