ஸ்ரீநிவாசன் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் சிவகுமார் ஸ்ரீபிரியா மற்றும் பலரும் நடித்துள்ளனர்
ஸ்,440,580
ரீ,580,760
நி,760,885
வா,885,1055
ச,1055,1205
ன்,1205,1285
இ,1285,1375
ய,1375,1490
க்,1490,1515
க,1515,1660
த்,1660,1715
தி,1715,1885
ல்,1885,2015
வெ,2370,2580
ளி,2580,2675
வ,2675,2780
ந்,2780,2860
த,2860,2905
இ,2905,3070
த்,3070,3140
தி,3140,3190
ரை,3190,3330
ப்,3330,3380
ப,3380,3475
ட,3475,3580
த்,3580,3610
தி,3610,3800
ல்,3800,3935
சி,4260,4490
வ,4490,4620
கு,4620,4730
மா,4730,4915
ர்,4915,4940
ஸ்,4940,5080
ரீ,5080,5220
பி,5220,5345
ரி,5345,5395
யா,5395,5640
ம,5640,5795
ற்,5795,5810
று,5810,5970
ம்,5970,6185
ப,6485,6605
ல,6605,6720
ரு,6720,6765
ம்,6765,6885
ந,6885,7040
டி,7040,7160
த்,7160,7225
து,7225,7325
ள்,7325,7405
ள,7405,7490
ன,7490,7585
ர்,7585,7615
