அதாஹதம் ஜயகோஷத் பொக்கிஷத்தை நஷ்டங்களை கஷ்டங்களுக்குத் விஹாரத்திற்கு
அ,435,555
தா,555,730
ஹ,730,830
த,830,920
ம்,920,975
ஜ,975,1090
ய,1090,1240
கோ,1240,1345
ஷ,1345,1360
த்,1360,1525
பொ,1525,1680
க்,1680,1765
கி,1765,1955
ஷ,1955,1970
த்,1970,2065
தை,2065,2230
ந,2230,2315
ஷ்,2315,2400
ட,2400,2585
ங்,2585,2675
க,2675,2820
ளை,2820,2960
க,2960,3050
ஷ்,3050,3080
ட,3080,3675
ங்,3675,3740
க,3740,3905
ளு,3905,4050
க்,4050,4120
கு,4120,4180
த்,4180,4230
வி,4230,4340
ஹா,4340,4455
ர,4455,4575
த்,4575,4665
தி,4665,4805
ற்,4805,4840
கு,4840,4955
