பிரகாஷ் ராவ் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஜெமினி கணேசன் ராவ் மற்றும் பலரும் நடித்துள்ளனர்
பி,425,475
ர,475,600
கா,600,760
ஷ்,760,900
ரா,900,1070
வ்,1070,1115
இ,1115,1220
ய,1220,1335
க்,1335,1365
க,1365,1495
த்,1495,1535
தி,1535,1730
ல்,1730,1870
வெ,2205,2410
ளி,2410,2515
வ,2515,2615
ந்,2615,2695
த,2695,2735
இ,2735,2900
த்,2900,2970
தி,2970,3035
ரை,3035,3165
ப்,3165,3215
ப,3215,3310
ட,3310,3410
த்,3410,3440
தி,3440,3635
ல்,3635,3770
ஜெ,4080,4300
மி,4300,4440
னி,4440,4570
க,4570,4735
ணே,4735,4890
ச,4890,5045
ன்,5045,5140
ரா,5140,5285
வ்,5285,5325
ம,5325,5475
ற்,5475,5505
று,5505,5650
ம்,5650,5865
ப,6175,6295
ல,6295,6410
ரு,6410,6455
ம்,6455,6575
ந,6575,6720
டி,6720,6850
த்,6850,6890
து,6890,7015
ள்,7015,7100
ள,7100,7180
ன,7180,7275
ர்,7275,7310
