தத்ரூபமாய் படம்பிடித்துக் காட்டப்பட்டிருக்கின்றன அப்படி ரசிகர்களை அசத்திய
த,245,615
த்,615,705
ரூ,705,865
ப,865,990
மா,990,1150
ய்,1150,1225
ப,1225,1405
ட,1405,1510
ம்,1510,1530
பி,1530,1625
டி,1625,1770
த்,1770,1785
து,1785,1935
க்,1935,1950
கா,1950,2160
ட்,2160,2200
ட,2200,2315
ப்,2315,2350
ப,2350,2460
ட்,2460,2535
டி,2535,2715
ரு,2715,2745
க்,2745,2760
கி,2760,2900
ன்,2900,2980
ற,2980,3080
ன,3080,3135
அ,3135,3320
ப்,3320,3455
ப,3455,3890
டி,3890,4045
ர,4045,4170
சி,4170,4370
க,4370,4460
ர்,4460,4490
க,4490,4620
ளை,4620,4800
அ,4800,4895
ச,4895,5060
த்,5060,5080
தி,5080,5190
ய,5190,5345
