இப்போது உங்களுக்கு அடிப்படையில் என்ன பொருளாதார வசதி இருக்கிறது என்பது எனக்கு தெரியாது
இ,425,540
ப்,540,610
போ,610,805
து,805,1050
உ,1325,1350
ங்,1350,1520
க,1520,1610
ளு,1610,1690
க்,1690,1725
கு,1725,2125
அ,2390,2495
டி,2495,2615
ப்,2615,2670
ப,2670,2750
டை,2750,2890
யி,2890,3045
ல்,3045,3175
எ,3335,3640
ன்,3640,3680
ன,3680,3960
பொ,4270,4495
ரு,4495,4525
ளா,4525,4665
தா,4665,4840
ர,4840,4930
வ,4930,5085
ச,5085,5230
தி,5230,5460
இ,5460,5480
ரு,5480,5575
க்,5575,5590
கி,5590,5725
ற,5725,5800
து,5800,6120
எ,6230,6550
ன்,6550,6630
ப,6630,6725
து,6725,6790
எ,6790,7020
ன,7020,7125
க்,7125,7160
கு,7160,7315
தெ,7315,7490
ரி,7490,7530
யா,7530,7715
து,7715,7850
