இடம்பெற்றிருக்கும் கார் முழுவதுமாக செய்யப்பட்டிருக்கிறது எனவே வித்தியாசங்கள்
இ,245,575
ட,575,685
ம்,685,700
பெ,700,865
ற்,865,990
றி,990,1070
ரு,1070,1165
க்,1165,1180
கு,1180,1315
ம்,1315,1425
கா,1465,1630
ர்,1630,1665
மு,1665,1800
ழு,1800,1915
வ,1915,2020
து,2020,2125
மா,2125,2320
க,2320,2460
செ,2460,2605
ய்,2605,2690
ய,2690,2795
ப்,2795,2835
ப,2835,2935
ட்,2935,2985
டி,2985,3190
ரு,3190,3220
க்,3220,3235
கி,3235,3375
ற,3375,3455
து,3455,3785
எ,3785,4180
ன,4180,4280
வே,4280,4455
வி,4455,4585
த்,4585,4610
தி,4610,4710
யா,4710,4890
ச,4890,5030
ங்,5030,5110
க,5110,5230
ள்,5230,5260
