கன்னங்களைப் பார்த்தான் சங்கையொத்த வழுவழுப்பான கழுத்தைப் பார்த்தான்
க,250,550
ன்,550,575
ன,575,700
ங்,700,795
க,795,875
ளை,875,1055
ப்,1055,1085
பா,1085,1235
ர்,1235,1265
த்,1265,1295
தா,1295,1535
ன்,1535,1605
ச,1660,2180
ங்,2180,2275
கை,2275,2355
யொ,2355,2485
த்,2485,2515
த,2515,2680
வ,2680,2795
ழு,2795,2910
வ,2910,3000
ழு,3000,3110
ப்,3110,3130
பா,3130,3340
ன,3340,3445
க,3445,3595
ழு,3595,3710
த்,3710,3740
தை,3740,3955
ப்,3955,3970
பா,3970,4120
ர்,4120,4160
த்,4160,4180
தா,4180,4380
ன்,4380,4400
