திரைக்கதை அமைத்திருந்தார்கள் போதாக்குறைக்கும் டிகாப்ரியோ நடிப்பில் வெளுத்து
தி,245,545
ரை,545,705
க்,705,720
க,720,815
தை,815,1005
அ,1005,1125
மை,1125,1320
த்,1320,1335
தி,1335,1410
ரு,1410,1505
ந்,1505,1590
தா,1590,1720
ர்,1720,1740
க,1740,1940
ள்,1940,2065
போ,2115,2560
தா,2560,2710
க்,2710,2725
கு,2725,2885
றை,2885,3035
க்,3035,3050
கு,3050,3140
ம்,3140,3275
டி,3275,3440
கா,3440,3575
ப்,3575,3660
ரி,3660,3715
யோ,3715,3945
ந,3945,4090
டி,4090,4220
ப்,4220,4245
பி,4245,4385
ல்,4385,4460
வெ,4460,4620
ளு,4620,4700
த்,4700,4725
து,4725,4930
