ஜிக்ஸரில் அவென்ஜரைவிட குஷனிங்குடன் எக்ஸாஸ்ட் பிளாஸ்டிக்ஸ் ஜிக்ஸருக்கும்
ஜி,400,615
க்,615,675
ஸ,675,775
ரி,775,865
ல்,865,940
அ,940,1020
வெ,1020,1170
ன்,1170,1265
ஜ,1265,1335
ரை,1335,1435
வி,1435,1560
ட,1560,1640
கு,1640,1765
ஷ,1765,1860
னி,1860,2070
ங்,2070,2120
கு,2120,2230
ட,2230,2320
ன்,2320,2370
எ,2370,2425
க்,2425,2480
ஸா,2480,2685
ஸ்,2685,2760
ட்,2760,2855
பி,2855,3025
ளா,3025,3195
ஸ்,3195,3260
டி,3260,3395
க்,3395,3465
ஸ்,3465,3540
ஜி,3540,3660
க்,3660,3785
ஸ,3785,3895
ரு,3895,4035
க்,4035,4125
கு,4125,4250
ம்,4250,4265
