அலுவலகமும் முரளிதரராவும் திமுக தரப்பைத் தொடர்புகொண்டு உறுதிசெய்தனர்
அ,440,560
லு,560,635
வ,635,765
ல,765,905
க,905,985
மு,985,1105
ம்,1105,1195
மு,1195,1380
ர,1380,1470
ளி,1470,1580
த,1580,1670
ர,1670,1765
ரா,1765,1895
வு,1895,1995
ம்,1995,2120
தி,2120,2260
மு,2260,2370
க,2370,2645
த,2765,3140
ர,3140,3210
ப்,3210,3245
பை,3245,3470
த்,3470,3490
தொ,3490,3590
ட,3590,3735
ர்,3735,3760
பு,3760,3905
கொ,3905,4040
ண்,4040,4120
டு,4120,4235
உ,4235,4390
று,4390,4475
தி,4475,4565
செ,4565,4720
ய்,4720,4815
த,4815,4910
ன,4910,4995
ர்,4995,5030
