விஷமமாகப் துஷ்டப் ஜனங்களுக்குச் ஜனங்களைச் பந்தோபஸ்தாகக் வருஷம்
வி,260,635
ஷ,635,750
ம,750,855
மா,855,990
க,990,1185
ப்,1185,1240
து,1240,1420
ஷ்,1420,1475
ட,1475,1625
ப்,1625,1670
ஜ,1670,1715
ன,1715,1900
ங்,1900,1935
க,1935,2080
ளு,2080,2175
க்,2175,2200
கு,2200,2275
ச்,2275,2370
ஜ,2370,2445
ன,2445,2595
ங்,2595,2670
க,2670,2755
ளை,2755,2920
ச்,2920,2935
ப,2935,3075
ந்,3075,3090
தோ,3090,3265
ப,3265,3380
ஸ்,3380,3490
தா,3490,3595
க,3595,3750
க்,3750,3875
வ,3875,3990
ரு,3990,4080
ஷ,4080,4170
ம்,4170,4195
