இவர்கள் தமது மாநிலத்தின் முதன்மை மொழிகளில் சிறப்பான அறிவு பெற்றவர்கள் அல்ல
இ,425,535
வ,535,650
ர்,650,680
க,680,855
ள்,855,930
த,1340,1455
ம,1455,1580
து,1580,1860
மா,2155,2435
நி,2435,2555
ல,2555,2650
த்,2650,2685
தி,2685,2825
ன்,2825,2935
மு,2935,3080
த,3080,3185
ன்,3185,3275
மை,3275,3450
மொ,3450,3615
ழி,3615,3760
க,3760,3850
ளி,3850,3940
ல்,3940,4035
சி,4035,4235
ற,4235,4315
ப்,4315,4370
பா,4370,4545
ன,4545,4785
அ,5120,5240
றி,5240,5330
வு,5330,5430
பெ,5430,5600
ற்,5600,5615
ற,5615,5800
வ,5800,5905
ர்,5905,5935
க,5935,6135
ள்,6135,6200
அ,6545,6655
ல்,6655,6720
ல,6720,6855
