வருஷங்களாகத் க்ஷேத்திரத்துக்குச் இராஜ்யந்தான் கஷ்டங்களுக்கெல்லாம் சாஸ்திரம் கஷ்டமல்ல
வ,250,630
ரு,630,695
ஷ,695,815
ங்,815,850
க,850,1025
ளா,1025,1070
க,1070,1275
த்,1275,1290
க்,1290,1385
ஷே,1385,1595
த்,1595,1705
தி,1705,1800
ர,1800,1870
த்,1870,1910
து,1910,2030
க்,2030,2085
கு,2085,2200
ச்,2200,2275
இ,2275,2305
ரா,2305,2480
ஜ்,2480,2570
ய,2570,2730
ந்,2730,2750
தா,2750,2870
ன்,2870,3000
க,3000,3500
ஷ்,3500,3565
ட,3565,3730
ங்,3730,3775
க,3775,3960
ளு,3960,4015
க்,4015,4060
கெ,4060,4170
ல்,4170,4225
லா,4225,4345
ம்,4345,4465
சா,4465,5040
ஸ்,5040,5170
தி,5170,5355
ர,5355,5425
ம்,5425,5470
க,5470,5665
ஷ்,5665,5735
ட,5735,5875
ம,5875,5985
ல்,5985,6055
ல,6055,6170
