ஓவியம் இசை கதை கவிதை சிற்பம் கட்டிடம் மெய்யியல் நுட்பம் என்று அனைத்திலும் அழகியல் இருக்கும்
ஓ,380,575
வி,575,710
ய,710,780
ம்,780,890
இ,890,980
சை,980,1205
க,1205,1365
தை,1365,1530
க,1530,1685
வி,1685,1790
தை,1790,1940
சி,1940,2105
ற்,2105,2160
ப,2160,2285
ம்,2285,2430
க,2430,2550
ட்,2550,2605
டி,2605,2755
ட,2755,2855
ம்,2855,2965
மெ,2965,3095
ய்,3095,3110
யி,3110,3220
ய,3220,3405
ல்,3405,3470
நு,3470,3635
ட்,3635,3690
ப,3690,3795
ம்,3795,3935
எ,3935,4040
ன்,4040,4125
று,4125,4470
அ,4750,4880
னை,4880,5005
த்,5005,5020
தி,5020,5165
லு,5165,5250
ம்,5250,5485
அ,5770,5875
ழ,5875,5985
கி,5985,6090
ய,6090,6220
ல்,6220,6280
இ,6280,6400
ரு,6400,6505
க்,6505,6520
கு,6520,6685
ம்,6685,6745
