கிருஷ்ணன் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் சிவாஜி கணேசன் என். எஸ். கிருஷ்ணன் மற்றும் பலரும் நடித்துள்ளனர்
கி,415,530
ரு,530,600
ஷ்,600,745
ண,745,845
ன்,845,920
இ,920,1010
ய,1010,1135
க்,1135,1160
க,1160,1300
த்,1300,1365
தி,1365,1535
ல்,1535,1670
வெ,2010,2215
ளி,2215,2315
வ,2315,2425
ந்,2425,2500
த,2500,2540
இ,2540,2710
த்,2710,2775
தி,2775,2830
ரை,2830,2970
ப்,2970,3030
ப,3030,3120
ட,3120,3215
த்,3215,3250
தி,3250,3450
ல்,3450,3580
சி,3895,4130
வா,4130,4300
ஜி,4300,4475
க,4475,4645
ணே,4645,4800
ச,4800,4950
ன்,4950,5020
எ,5020,5185
ன்,5185,5330
எ,5515,5815
ஸ்,5815,5965
கி,6330,6430
ரு,6430,6520
ஷ்,6520,6660
ண,6660,6755
ன்,6755,6830
ம,6830,6980
ற்,6980,6995
று,6995,7145
ம்,7145,7375
ப,7670,7790
ல,7790,7905
ரு,7905,7945
ம்,7945,8065
ந,8065,8220
டி,8220,8350
த்,8350,8390
து,8390,8510
ள்,8510,8595
ள,8595,8675
ன,8675,8775
ர்,8775,8810
