பிரதமர் அலுவலகத்திலிருந்துதான் திமுக தரப்பை அணுகியுள்ளனர் எப்படி
பி,250,485
ர,485,630
த,630,710
ம,710,850
ர்,850,925
அ,925,1015
லு,1015,1090
வ,1090,1200
ல,1200,1340
க,1340,1425
த்,1425,1450
தி,1450,1575
லி,1575,1705
ரு,1705,1785
ந்,1785,1865
து,1865,1935
தா,1935,2135
ன்,2135,2200
தி,2360,2715
மு,2715,2855
க,2855,3125
த,3235,3610
ர,3610,3680
ப்,3680,3725
பை,3725,3920
அ,3920,4045
ணு,4045,4075
கி,4075,4210
யு,4210,4325
ள்,4325,4435
ள,4435,4505
ன,4505,4620
ர்,4620,4655
எ,4655,4790
ப்,4790,4885
ப,4885,4935
டி,4935,5100
