நிமிஷத்தில் விஷயத்தைத் ராஜ்யபாரத்தை இராஜ்யத்தில் இராஜ்யபார இராஜ்யமாளும்
நி,445,590
மி,590,705
ஷ,705,820
த்,820,870
தி,870,1010
ல்,1010,1105
வி,1105,1675
ஷ,1675,1770
ய,1770,1910
த்,1910,2020
தை,2020,2070
த்,2070,2155
ரா,2155,2355
ஜ்,2355,2420
ய,2420,2585
பா,2585,2680
ர,2680,2875
த்,2875,2915
தை,2915,2975
இ,2975,3060
ரா,3060,3300
ஜ்,3300,3335
ய,3335,3505
த்,3505,3580
தி,3580,3635
ல்,3635,3740
இ,3740,3835
ரா,3835,4335
ஜ்,4335,4380
ய,4380,4545
பா,4545,4640
ர,4640,4835
இ,4835,4865
ரா,4865,5040
ஜ்,5040,5085
ய,5085,5235
மா,5235,5310
ளு,5310,5530
ம்,5530,5565
