கிருஷ்ணன் பஞ்சு இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் முத்துராமன் லக்ஸ்மி மற்றும் பலரும் நடித்துள்ளனர்
கி,420,530
ரு,530,600
ஷ்,600,745
ண,745,840
ன்,840,930
ப,930,1055
ஞ்,1055,1125
சு,1125,1190
இ,1190,1340
ய,1340,1480
க்,1480,1495
க,1495,1645
த்,1645,1685
தி,1685,1870
ல்,1870,2010
வெ,2355,2565
ளி,2565,2660
வ,2660,2770
ந்,2770,2840
த,2840,2890
இ,2890,3060
த்,3060,3120
தி,3120,3175
ரை,3175,3315
ப்,3315,3380
ப,3380,3460
ட,3460,3560
த்,3560,3590
தி,3590,3785
ல்,3785,3915
மு,4255,4410
த்,4410,4435
து,4435,4600
ரா,4600,4740
ம,4740,4865
ன்,4865,4990
ல,4990,5120
க்,5120,5180
ஸ்,5180,5290
மி,5290,5445
ம,5445,5580
ற்,5580,5615
று,5615,5770
ம்,5770,5975
ப,6285,6405
ல,6405,6520
ரு,6520,6560
ம்,6560,6690
ந,6690,6830
டி,6830,6965
த்,6965,6990
து,6990,7125
ள்,7125,7210
ள,7210,7290
ன,7290,7385
ர்,7385,7420
