சந்தோஷந்தான் எஜமானத் பொக்கிஷ விஷயங்களைப்பற்றி விஷயத்தையும் பிரயோஜனம்
ச,425,665
ந்,665,765
தோ,765,895
ஷ,895,1015
ந்,1015,1070
தா,1070,1195
ன்,1195,1325
எ,1325,1380
ஜ,1760,1895
மா,1895,2000
ன,2000,2205
த்,2205,2235
பொ,2235,2365
க்,2365,2465
கி,2465,2550
ஷ,2550,2650
வி,2650,2850
ஷ,2850,2920
ய,2920,3045
ங்,3045,3160
க,3160,3270
ளை,3270,3385
ப்,3385,3465
ப,3465,3505
ற்,3505,3595
றி,3595,3685
வி,3685,3785
ஷ,3785,3820
ய,3820,4075
த்,4075,4135
தை,4135,4280
யு,4280,4395
ம்,4395,4435
பி,4435,4565
ர,4565,4675
யோ,4675,4880
ஜ,4880,4895
ன,4895,4975
ம்,4975,5070
