ஜபதபம் புனஸ்காரம் இராஜ்யத்திற்கு ஸ்திரீயைத் ஸ்திரீ அதிர்ஷ்டவசமாகப்
ஜ,400,540
ப,540,685
த,685,780
ப,780,905
ம்,905,920
பு,920,1125
ன,1125,1230
ஸ்,1230,1280
கா,1280,1455
ர,1455,1620
ம்,1620,1640
இ,1640,1735
ரா,1735,1880
ஜ்,1880,1975
ய,1975,2120
த்,2120,2135
தி,2135,2250
ற்,2250,2290
கு,2290,2465
ஸ்,2465,2740
தி,3005,3225
ரீ,3225,3285
யை,3285,3495
த்,3495,3595
ஸ்,3595,3645
தி,3645,3840
ரீ,3840,3910
அ,3910,4065
தி,4065,4190
ர்,4190,4210
ஷ்,4210,4265
ட,4265,4410
வ,4410,4500
ச,4500,4635
மா,4635,4745
க,4745,4955
ப்,4955,5045
