உணவுப் பொருட்கள் அனைத்தையும் ஒரு கை பிடிக்க வேண்டும் என்று அவசியம் இல்லை
உ,380,485
ண,485,585
வு,585,690
ப்,690,755
பொ,755,940
ரு,940,970
ட்,970,1045
க,1045,1190
ள்,1190,1260
அ,1260,1380
னை,1380,1510
த்,1510,1565
தை,1565,1665
யு,1665,1800
ம்,1800,1985
ஒ,2035,2410
ரு,2410,2485
கை,2485,2690
பி,2690,2800
டி,2800,2960
க்,2960,2975
க,2975,3100
வே,3100,3285
ண்,3285,3370
டு,3370,3410
ம்,3410,3630
எ,3675,4065
ன்,4065,4145
று,4145,4265
அ,4265,4360
வ,4360,4440
சி,4440,4585
ய,4585,4670
ம்,4670,4770
இ,4770,4825
ல்,4825,4930
லை,4930,5010
