நிறுவனங்கள் காலாண்டு முடிவுகளில் சிறப்பான முடிவுகளையே கொண்டிருந்தன
நி,245,590
று,590,665
வ,665,790
ன,790,890
ங்,890,980
க,980,1105
ள்,1105,1245
கா,1305,1720
லா,1720,1870
ண்,1870,1970
டு,1970,2325
மு,2325,2665
டி,2665,2805
வு,2805,2900
க,2900,3030
ளி,3030,3125
ல்,3125,3225
சி,3225,3425
ற,3425,3500
ப்,3500,3545
பா,3545,3735
ன,3735,4000
மு,4045,4435
டி,4435,4575
வு,4575,4665
க,4665,4800
ளை,4800,4890
யே,4890,5060
கொ,5060,5215
ண்,5215,5280
டி,5280,5350
ரு,5350,5435
ந்,5435,5525
த,5525,5595
ன,5595,5695
