முடியும் என்றபோதும் ஆளும்கட்சியைச் சேர்ந்தவர்களையே எப்படி விசாரிக்க
மு,245,575
டி,575,665
யு,665,840
ம்,840,965
எ,1035,1450
ன்,1450,1535
ற,1535,1645
போ,1645,1850
து,1850,1945
ம்,1945,2065
ஆ,2065,2215
ளு,2215,2310
ம்,2310,2415
க,2415,2515
ட்,2515,2595
சி,2595,2715
யை,2715,2895
ச்,2895,2945
சே,2945,3125
ர்,3125,3185
ந்,3185,3270
த,3270,3345
வ,3345,3435
ர்,3435,3475
க,3475,3605
ளை,3605,3705
யே,3705,3845
எ,3845,4015
ப்,4015,4045
ப,4045,4165
டி,4165,4310
வி,4310,4435
சா,4435,4655
ரி,4655,4760
க்,4760,4775
க,4775,4945
