பல்வேறு நாடுகளில் தேசிய அளவிலும் உலக அளவிலும் பல அரசு சார்பற்ற அமைப்புக்கள் இயங்கி வருகின்றன
ப,425,560
ல்,560,620
வே,620,800
று,800,1050
நா,1350,1580
டு,1580,1690
க,1690,1805
ளி,1805,1910
ல்,1910,1995
தே,1995,2215
சி,2215,2350
ய,2350,2495
அ,2495,2605
ள,2605,2695
வி,2695,2790
லு,2790,2870
ம்,2870,3115
உ,3355,3480
ல,3480,3590
க,3590,3850
அ,4165,4305
ள,4305,4385
வி,4385,4495
லு,4495,4585
ம்,4585,4785
ப,5085,5205
ல,5205,5355
அ,5355,5465
ர,5465,5525
சு,5525,5710
சா,5710,5950
ர்,5950,5970
ப,5970,6090
ற்,6090,6130
ற,6130,6365
அ,6365,6465
மை,6465,6630
ப்,6630,6690
பு,6690,6795
க்,6795,6820
க,6820,6910
ள்,6910,6970
இ,6970,7115
ய,7115,7240
ங்,7240,7325
கி,7325,7425
வ,7425,7555
ரு,7555,7590
கி,7590,7775
ன்,7775,7845
ற,7845,7935
ன,7935,8045
