அறிமுகம் செய்திருக்கிறார்கள் படத்தில் அவர் இருப்பதே மறந்துவிடுகிறது
அ,440,565
றி,565,650
மு,650,775
க,775,890
ம்,890,975
செ,975,1115
ய்,1115,1225
தி,1225,1380
ரு,1380,1410
க்,1410,1440
கி,1440,1555
றா,1555,1695
ர்,1695,1725
க,1725,1915
ள்,1915,2020
ப,2080,2450
ட,2450,2565
த்,2565,2590
தி,2590,2730
ல்,2730,2840
அ,2840,2930
வ,2930,3030
ர்,3030,3060
இ,3060,3185
ரு,3185,3260
ப்,3260,3310
ப,3310,3410
தே,3410,3580
ம,3580,3770
ற,3770,3835
ந்,3835,3915
து,3915,3995
வி,3995,4045
டு,4045,4120
கி,4120,4265
ற,4265,4335
து,4335,4475
