துஷ்ட ராஜ்யத்தில் பிரஷ்டம் கஷ்டமாயிராதல்லவா கஷ்டமாய்த்தானிருக்கும் நஷ்டம்
து,455,545
ஷ்,545,640
ட,640,810
ரா,810,985
ஜ்,985,1055
ய,1055,1160
த்,1160,1190
தி,1190,1340
ல்,1340,1420
பி,1420,1540
ர,1540,1640
ஷ்,1640,1710
ட,1710,1815
ம்,1815,1925
க,1925,2080
ஷ்,2080,2140
ட,2140,2255
மா,2255,2440
யி,2440,2570
ரா,2570,2715
த,2715,2810
ல்,2810,2865
ல,2865,2975
வா,2975,3130
க,3130,3315
ஷ்,3315,3385
ட,3385,3495
மா,3495,3670
ய்,3670,3740
த்,3740,3765
தா,3765,3970
னி,3970,4085
ரு,4085,4175
க்,4175,4200
கு,4200,4330
ம்,4330,4515
ந,4850,5000
ஷ்,5000,5080
ட,5080,5195
ம்,5195,5245
