ஸ்ரீதர் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் சிவாஜி கணேசன் கே. ஆர். விஜயா மற்றும் பலரும் நடித்துள்ளனர்
ஸ்,440,580
ரீ,580,760
த,760,870
ர்,870,895
இ,895,980
ய,980,1115
க்,1115,1145
க,1145,1280
த்,1280,1315
தி,1315,1505
ல்,1505,1640
வெ,2000,2195
ளி,2195,2295
வ,2295,2400
ந்,2400,2480
த,2480,2520
இ,2520,2695
த்,2695,2745
தி,2745,2810
ரை,2810,2950
ப்,2950,3005
ப,3005,3100
ட,3100,3195
த்,3195,3250
தி,3250,3415
ல்,3415,3555
சி,3880,4110
வா,4110,4280
ஜி,4280,4460
க,4460,4625
ணே,4625,4780
ச,4780,4925
ன்,4925,5005
கே,5005,5325
ஆ,5655,5840
ர்,5840,5925
வி,6245,6435
ஜ,6435,6510
யா,6510,6620
ம,6620,6870
ற்,6870,6925
று,6925,7085
ம்,7085,7100
ப,7100,7650
ல,7650,7775
ரு,7775,7880
ம்,7880,7895
ந,7895,8090
டி,8090,8215
த்,8215,8300
து,8300,8400
ள்,8400,8455
ள,8455,8550
ன,8550,8645
ர்,8645,8715
