கர்ஜித்துக் சாம்ராஜ்யத்தை விஷயமாகத் ராஜ்யத்தின் ராஜ்யம் விஸ்தரித்துச்
க,400,565
ர்,565,615
ஜி,615,755
த்,755,830
து,830,920
க்,920,970
சா,970,1200
ம்,1200,1275
ரா,1275,1425
ஜ்,1425,1495
ய,1495,1600
த்,1600,1630
தை,1630,1835
வி,1835,1980
ஷ,1980,2125
ய,2125,2235
மா,2235,2330
க,2330,2535
த்,2535,2565
ரா,2565,2730
ஜ்,2730,2845
ய,2845,3000
த்,3000,3015
தி,3015,3145
ன்,3145,3200
ரா,3200,3350
ஜ்,3350,3455
ய,3455,3600
ம்,3600,3620
வி,3620,3755
ஸ்,3755,3820
த,3820,3975
ரி,3975,4050
த்,4050,4125
து,4125,4270
ச்,4270,4435
