சங்கர் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் சிவாஜி கணேசன் ஸ்ரீபிரியா மற்றும் பலரும் நடித்துள்ளனர்
ச,440,660
ங்,660,755
க,755,845
ர்,845,870
இ,870,915
ய,915,1080
க்,1080,1120
க,1120,1255
த்,1255,1285
தி,1285,1480
ல்,1480,1610
வெ,1965,2170
ளி,2170,2270
வ,2270,2375
ந்,2375,2450
த,2450,2500
இ,2500,2670
த்,2670,2720
தி,2720,2785
ரை,2785,2925
ப்,2925,2970
ப,2970,3070
ட,3070,3175
த்,3175,3210
தி,3210,3395
ல்,3395,3535
சி,3855,4090
வா,4090,4255
ஜி,4255,4440
க,4440,4595
ணே,4595,4760
ச,4760,4905
ன்,4905,4980
ஸ்,4990,5105
ரீ,5105,5245
பி,5245,5365
ரி,5365,5410
யா,5410,5655
ம,5655,5810
ற்,5810,5825
று,5825,5985
ம்,5985,6190
ப,6510,6630
ல,6630,6745
ரு,6745,6790
ம்,6790,6895
ந,6895,7055
டி,7055,7190
த்,7190,7245
து,7245,7350
ள்,7350,7435
ள,7435,7505
ன,7505,7610
ர்,7610,7645
