முக்கியமானது சுசீந்திரனை இந்த விஷயத்துக்காக எவ்வளவு பாராட்டினாலும்
மு,245,600
க்,600,615
கி,615,730
ய,730,840
மா,840,1050
ன,1050,1125
து,1125,1515
சு,1515,1950
சீ,1950,2160
ந்,2160,2230
தி,2230,2295
ர,2295,2395
னை,2395,2590
இ,2590,2705
ந்,2705,2785
த,2785,2900
வி,2900,3040
ஷ,3040,3160
ய,3160,3275
த்,3275,3295
து,3295,3405
க்,3405,3455
கா,3455,3565
க,3565,3765
எ,3765,3780
வ்,3780,3975
வ,3975,4105
ள,4105,4175
வு,4175,4290
பா,4290,4485
ரா,4485,4630
ட்,4630,4710
டி,4710,4825
னா,4825,4925
லு,4925,5115
ம்,5115,5135
