புஜங்களில் துஷ்டகமனு துஷ்டகமனுவின் துஷ்டகமனுவோ துஷ்டகமனுவுக்கும் சம்ஹரித்து
பு,425,540
ஜ,540,610
ங்,610,650
க,650,820
ளி,820,860
ல்,860,930
து,930,1125
ஷ்,1125,1180
ட,1180,1325
க,1325,1410
ம,1410,1570
னு,1570,1675
து,1675,1870
ஷ்,1870,1930
ட,1930,2075
க,2075,2160
ம,2160,2325
னு,2325,2425
வி,2425,2505
ன்,2505,2580
து,2580,2765
ஷ்,2765,2825
ட,2825,2970
க,2970,3055
ம,3055,3200
னு,3200,3305
வோ,3305,3385
து,3385,3635
ஷ்,3635,3695
ட,3695,3840
க,3840,3925
ம,3925,4070
னு,4070,4180
வு,4180,4255
க்,4255,4335
கு,4335,4450
ம்,4450,4470
ச,4470,4715
ம்,4715,4775
ஹ,4775,4850
ரி,4850,4990
த்,4990,5005
து,5005,5100
