தருவதையும் வாங்குவதையும் தவிர்க்கவும் குடும்பத்தில் தம்பதிக்கு இடையேயான
த,245,595
ரு,595,670
வ,670,770
தை,770,875
யு,875,1045
ம்,1045,1165
வா,1290,1800
ங்,1800,1890
கு,1890,1940
வ,1940,2060
தை,2060,2170
யு,2170,2340
ம்,2340,2460
த,2615,2980
வி,2980,3060
ர்,3060,3125
க்,3125,3145
க,3145,3240
வு,3240,3370
ம்,3370,3460
கு,3460,3575
டு,3575,3695
ம்,3695,3775
ப,3775,3850
த்,3850,3875
தி,3875,4060
ல்,4060,4280
த,4345,4720
ம்,4720,4810
ப,4810,4880
தி,4880,5000
க்,5000,5015
கு,5015,5105
இ,5105,5275
டை,5275,5380
யே,5380,5505
யா,5505,5685
ன,5685,5775
