ஏக்கர் நிலத்தைக் குத்தகைக்குக் கொடுத்திருந்தோம் குத்தகைக்காலம் முடிஞ்சதும்
ஏ,245,635
க்,635,670
க,670,820
ர்,820,860
நி,860,1005
ல,1005,1110
த்,1110,1130
தை,1130,1370
க்,1370,1385
கு,1385,1500
த்,1500,1525
த,1525,1645
கை,1645,1855
க்,1855,1870
கு,1870,1985
க்,1985,2000
கொ,2000,2130
டு,2130,2240
த்,2240,2260
தி,2260,2375
ரு,2375,2455
ந்,2455,2540
தோ,2540,2655
ம்,2655,2755
கு,2755,2900
த்,2900,2920
த,2920,3050
கை,3050,3255
க்,3255,3270
கா,3270,3445
ல,3445,3530
ம்,3530,3615
மு,3615,3750
டி,3750,3880
ஞ்,3880,3950
ச,3950,4045
து,4045,4130
ம்,4130,4185
