ஆனால் உலக அளவில் தகவல்களும் அறிவும் மிக வேகமாக வளர்ந்து செல்கின்றன
ஆ,445,620
னா,620,820
ல்,820,910
உ,1200,1330
ல,1330,1420
க,1420,1700
அ,2020,2155
ள,2155,2245
வி,2245,2355
ல்,2355,2450
த,2450,2640
க,2640,2705
வ,2705,2820
ல்,2820,2900
க,2900,3030
ளு,3030,3070
ம்,3070,3280
அ,3600,3710
றி,3710,3810
வு,3810,3915
ம்,3915,4050
மி,4050,4170
க,4170,4430
வே,4760,5030
க,5030,5110
மா,5110,5335
க,5335,5610
வ,5935,6155
ள,6155,6250
ர்,6250,6280
ந்,6280,6360
து,6360,6465
செ,6465,6630
ல்,6630,6705
கி,6705,6880
ன்,6880,6945
ற,6945,7040
ன,7040,7140
