முத்துராமன் இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஸ்ரீபிரியா ஜெய்சங்கர் மற்றும் பலரும் நடித்துள்ளனர்
மு,435,600
த்,600,615
து,615,790
ரா,790,925
ம,925,1055
ன்,1055,1135
இ,1135,1210
ய,1210,1345
க்,1345,1380
க,1380,1515
த்,1515,1615
தி,1615,1740
ல்,1740,1885
வெ,2235,2430
ளி,2430,2530
வ,2530,2635
ந்,2635,2715
த,2715,2760
இ,2760,2925
த்,2925,2975
தி,2975,3045
ரை,3045,3185
ப்,3185,3250
ப,3250,3330
ட,3330,3435
த்,3435,3470
தி,3470,3655
ல்,3655,3780
ஸ்,4135,4265
ரீ,4265,4440
பி,4440,4570
ரி,4570,4615
யா,4615,4925
ஜெ,5220,5425
ய்,5425,5530
ச,5530,5695
ங்,5695,5775
க,5775,5875
ர்,5875,5895
ம,5895,6055
ற்,6055,6070
று,6070,6240
ம்,6240,6470
ப,6755,6875
ல,6875,6985
ரு,6985,7035
ம்,7035,7150
ந,7150,7305
டி,7305,7435
த்,7435,7490
து,7490,7595
ள்,7595,7680
ள,7680,7760
ன,7760,7855
ர்,7855,7890
