சந்தோஷம்தான் இராஜகுலத்துக்குப் கம்ஸனுக்குக் கிருஷ்ணனாகத் பிரஸ்தாபித்தேன் புருஷர்களிடம்
ச,425,665
ந்,665,765
தோ,765,895
ஷ,895,1015
ம்,1015,1060
தா,1060,1225
ன்,1225,1330
இ,1330,1395
ரா,1395,1545
ஜ,1545,1720
கு,1720,1825
ல,1825,1975
த்,1975,2010
து,2010,2120
க்,2120,2160
கு,2160,2225
ப்,2225,2330
க,2330,2485
ம்,2485,2570
ஸ,2570,2630
னு,2630,2800
க்,2800,2855
கு,2855,2950
க்,2950,2975
கி,2975,3120
ரு,3120,3255
ஷ்,3255,3270
ண,3270,3350
னா,3350,3550
க,3550,3645
த்,3645,3775
பி,3775,3870
ர,3870,4055
ஸ்,4055,4070
தா,4070,4165
பி,4165,4315
த்,4315,4445
தே,4445,4575
ன்,4575,4665
பு,4665,4850
ரு,4850,5305
ஷ,5305,5365
ர்,5365,5390
க,5390,5555
ளி,5555,5655
ட,5655,5780
ம்,5780,5810
