ஆஸ்தான சாம்ராஜ்யத்தின் இராஜ்யாதிகாரங்களையெல்லாம் இராஜ்யத்தின் ஈனஸ்வரத்தில்
ஆ,450,620
ஸ்,620,715
தா,715,935
ன,935,1035
சா,1035,1245
ம்,1245,1325
ரா,1325,1480
ஜ்,1480,1550
ய,1550,1650
த்,1650,1690
தி,1690,1835
ன்,1835,1915
இ,1915,2015
ரா,2015,2155
ஜ்,2155,2230
யா,2230,2400
தி,2400,2530
கா,2530,2700
ர,2700,2760
ங்,2760,2850
க,2850,2940
ளை,2940,3065
யெ,3065,3150
ல்,3150,3225
லா,3225,3355
ம்,3355,3445
இ,3445,3550
ரா,3550,3680
ஜ்,3680,3755
ய,3755,3860
த்,3860,3890
தி,3890,4040
ன்,4040,4145
ஈ,4145,4280
ன,4280,4380
ஸ்,4380,4500
வ,4500,4610
ர,4610,4660
த்,4660,4700
தி,4700,4855
ல்,4855,4915
