கவனித்துக்கொண்டு வேலைக்கும் செல்வதால் உடல்ரீதியான தொந்தரவுகளுக்கு ஆளாகின்றனர்
க,250,550
வ,550,655
னி,655,775
த்,775,790
து,790,925
க்,925,940
கொ,940,1105
ண்,1105,1210
டு,1210,1580
வே,1580,2025
லை,2025,2225
க்,2225,2240
கு,2240,2365
ம்,2365,2500
செ,2620,3065
ல்,3065,3135
வ,3135,3245
தா,3245,3410
ல்,3410,3455
உ,3455,3585
ட,3585,3720
ல்,3720,3810
ரீ,3810,3980
தி,3980,4055
யா,4055,4235
ன,4235,4510
தொ,4615,4975
ந்,4975,5075
த,5075,5145
ர,5145,5225
வு,5225,5315
க,5315,5445
ளு,5445,5545
க்,5545,5560
கு,5560,5705
ஆ,5705,5880
ளா,5880,6040
கி,6040,6180
ன்,6180,6250
ற,6250,6345
ன,6345,6430
ர்,6430,6480
