ஸஸ்யமலையிலிருந்து ராஜமார்த்தாண்ட சாம்ராஜ்யத்திலுள்ள விஷத்தையும் துஷ்டச் அதிர்ஷ்டத்தையும்
ஸ,445,580
ஸ்,580,680
ய,680,895
ம,895,990
லை,990,1100
யி,1100,1245
லி,1245,1315
ரு,1315,1445
ந்,1445,1460
து,1460,1630
ரா,1630,2190
ஜ,2190,2355
மா,2355,2455
ர்,2455,2530
த்,2530,2650
தா,2650,2695
ண்,2695,2785
ட,2785,2980
சா,2980,3065
ம்,3065,3215
ரா,3215,3380
ஜ்,3380,3440
ய,3440,3605
த்,3605,3700
தி,3700,3740
லு,3740,3870
ள்,3870,3975
ள,3975,4060
வி,4060,4145
ஷ,4145,4200
த்,4200,4265
தை,4265,4430
யு,4430,4535
ம்,4535,4600
து,4600,4735
ஷ்,4735,4885
ட,5290,5375
ச்,5375,5455
அ,5455,5540
தி,5540,5625
ர்,5625,5750
ஷ்,5750,5810
ட,5810,5880
த்,5880,5955
தை,5955,6070
யு,6070,6190
ம்,6190,6325
